Cell line Name,Model ID, COSMIC ID, TCGA Classfication, Tissue,Tissue sub-type, Datasets, number of drugs
"T-T","SIDM00322","1299064","ESCA","aero_digestive_tract","oesophagus","GDSC2","170"
"TMK-1","SIDM00040","1299069","STAD","digestive_system","stomach","GDSC2","180"
"TOV-112D","SIDM01170","1299070","OV","urogenital_system","ovary","GDSC2","281"
"VCaP","SIDM01077","1299075","PRAD","urogenital_system","prostate","GDSC2","282"
"WM1552C","SIDM00976","1299078","SKCM","skin","melanoma","GDSC2","281"
"WM35","SIDM00974","1299080","SKCM","skin","melanoma","GDSC2","249"
"WM793B","SIDM00973","1299081","SKCM","skin","melanoma","GDSC2","281"
"GA-10","SIDM00854","1303896","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","281"
"GRANTA-519","SIDM01058","1303897","DLBC","blood","B_cell_lymphoma","GDSC2","280"
"HCC1500","SIDM00879","1303900","BRCA","breast","breast","GDSC2","275"
"HCC-33","SIDM01071","1303901","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180"
"YMB-1-E","SIDM01261","1303911","BRCA","breast","breast","GDSC2","180"
"CHSA8926","SIDM00176","1303912","UNCLASSIFIED","bone","chondrosarcoma","GDSC2","281"
"COR-L32","SIDM00508","1322212","SCLC","lung","lung_small_cell_carcinoma","GDSC2","194"
"COR-L321","SIDM00507","1322213","UNCLASSIFIED","lung","lung_other","GDSC2","178"
"Hs-445","SIDM00668","1322218","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC2","281"
"HSC-39","SIDM00045","1322224","STAD","digestive_system","stomach","GDSC2","169"
"NB4","SIDM00428","1323913","LAML","blood","acute_myeloid_leukaemia","GDSC2","180"
"JEKO-1","SIDM01038","1327765","DLBC","blood","B_cell_lymphoma","GDSC2","179"
"JJN-3","SIDM01036","1327766","MM","blood","haematopoietic_neoplasm_other","GDSC2","281"
"JM1","SIDM00689","1327768","DLBC","blood","B_cell_lymphoma","GDSC2","179"
"JSC-1","SIDM00688","1327769","DLBC","blood","B_cell_lymphoma","GDSC2","279"
"JURL-MK1","SIDM01015","1327771","LCML","blood","chronic_myeloid_leukaemia","GDSC2","230"
"KARPAS-1106P","SIDM01011","1327773","DLBC","blood","B_cell_lymphoma","GDSC2","281"
"KARPAS-231","SIDM01017","1327774","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","280"
"KARPAS-620","SIDM01006","1327775","MM","blood","haematopoietic_neoplasm_other","GDSC2","280"
"KCL-22","SIDM01004","1330931","LCML","blood","chronic_myeloid_leukaemia","GDSC2","280"
"KOPN-8","SIDM01034","1330933","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","279"
"L-1236","SIDM00313","1330935","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC2","281"
"MDA-MB-330","SIDM00631","1330941","BRCA","breast","breast","GDSC2","258"
"ME-1","SIDM00338","1330942","LAML","blood","acute_myeloid_leukaemia","GDSC2","281"
"MOLM-13","SIDM00437","1330947","LAML","blood","acute_myeloid_leukaemia","GDSC2","280"
"MOLM-16","SIDM00435","1330948","LAML","blood","acute_myeloid_leukaemia","GDSC2","179"
"MOLP-8","SIDM00434","1330950","MM","blood","myeloma","GDSC2","281"
"MY-M12","SIDM01217","1330960","ALL","blood","leukemia","GDSC2","179"
"NCI-H1341","SIDM00646","1330964","SCLC","lung","lung_small_cell_carcinoma","GDSC2","169"
"NCI-H1876","SIDM00766","1330972","SCLC","lung","lung_small_cell_carcinoma","GDSC2","280"
"NCI-H2066","SIDM00711","1330973","SCLC","lung","lung_small_cell_carcinoma","GDSC2","170"
"NCI-H660","SIDM01123","1330975","OTHER","urogenital_system","prostate","GDSC2","179"
"NK-92MI","SIDM01201","1330981","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC2","180"
"NU-DUL-1","SIDM00443","1330982","DLBC","blood","B_cell_lymphoma","GDSC2","178"
"OCI-AML5","SIDM00461","1330983","LAML","blood","acute_myeloid_leukaemia","GDSC2","229"
"OCI-LY-19","SIDM00460","1330984","DLBC","blood","B_cell_lymphoma","GDSC2","178"
"OCI-M1","SIDM00458","1330985","LAML","blood","acute_myeloid_leukaemia","GDSC2","280"
"P32-ISH","SIDM00362","1330987","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","281"
"PL-21","SIDM00450","1330991","LAML","blood","acute_myeloid_leukaemia","GDSC2","180"
"PWR-1E","SIDM01114","1330993","PRAD","urogenital_system","prostate","GDSC2","281"
"RCH-ACV","SIDM00449","1330994","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","180"
"RC-K8","SIDM00448","1330995","DLBC","blood","B_cell_lymphoma","GDSC2","253"
"ROS-50","SIDM00415","1331025","UNCLASSIFIED","blood","B_cell_leukemia","GDSC2","180"
"SLVL","SIDM00374","1331032","DLBC","blood","B_cell_lymphoma","GDSC2","282"
"SU-DHL-10","SIDM00389","1331033","DLBC","blood","B_cell_lymphoma","GDSC2","281"
"SU-DHL-16","SIDM00404","1331034","DLBC","blood","B_cell_lymphoma","GDSC2","180"
"SU-DHL-4","SIDM00405","1331035","DLBC","blood","B_cell_lymphoma","GDSC2","178"
"SU-DHL-5","SIDM00406","1331036","DLBC","blood","B_cell_lymphoma","GDSC2","278"
"SU-DHL-6","SIDM00407","1331037","DLBC","blood","B_cell_lymphoma","GDSC2","277"
"SU-DHL-8","SIDM00423","1331038","DLBC","blood","B_cell_lymphoma","GDSC2","279"
"SUP-HD1","SIDM00422","1331039","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC2","281"
"SUP-M2","SIDM00421","1331040","UNCLASSIFIED","blood","anaplastic_large_cell_lymphoma","GDSC2","279"
"TK","SIDM00323","1331045","DLBC","blood","B_cell_lymphoma","GDSC2","281"
"VAL","SIDM00416","1331048","DLBC","blood","B_cell_lymphoma","GDSC2","282"
"WIL2-NS","SIDM01102","1331049","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC2","279"
"WSU-DLCL2","SIDM00413","1331050","DLBC","blood","B_cell_lymphoma","GDSC2","168"
"NCI-H740","SIDM01118","1331055","","lung","lung_other","GDSC2","180"
"DOV13","SIDM00969","1479987","OV","urogenital_system","ovary","GDSC2","280"
"Hey","SIDM00968","1479988","OV","urogenital_system","ovary","GDSC2","281"
"JHOS-2","SIDM00305","1479995","OV","urogenital_system","ovary","GDSC2","179"
"JHOS-3","SIDM00304","1480358","OV","urogenital_system","ovary","GDSC2","180"
"JHOS-4","SIDM00303","1480359","OV","urogenital_system","ovary","GDSC2","180"
"OV-7","SIDM00474","1480360","OV","urogenital_system","ovary","GDSC2","180"
"OV-17R","SIDM00476","1480361","OV","urogenital_system","ovary","GDSC2","180"
"OV-56","SIDM00475","1480362","OV","urogenital_system","ovary","GDSC2","281"
"OVCA420","SIDM00967","1480364","OV","urogenital_system","ovary","GDSC2","249"
"OVCA433","SIDM00966","1480367","OV","urogenital_system","ovary","GDSC2","180"
"OVK-18","SIDM00238","1480371","OV","urogenital_system","ovary","GDSC2","257"
"PEO1","SIDM00472","1480372","OV","urogenital_system","ovary","GDSC2","282"
"UWB1.289","SIDM00815","1480374","OV","urogenital_system","ovary","GDSC2","180"
"FLO-1","SIDM01041","1503361","ESCA","aero_digestive_tract","oesophagus","GDSC2","282"
"OACp4C","SIDM00445","1503362","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"OACM5-1","SIDM00444","1503363","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"SK-GT-2","SIDM00393","1503364","STAD","digestive_system","stomach","GDSC2","281"
"SK-GT-4","SIDM00483","1503365","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"ESO26","SIDM00539","1503366","ESCA","aero_digestive_tract","oesophagus","GDSC2","280"
"ESO51","SIDM00538","1503367","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"KYAE-1","SIDM00530","1503368","ESCA","aero_digestive_tract","oesophagus","GDSC2","282"
"EMC-BAC-1","SIDM00048","1503369","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","179"
"EMC-BAC-2","SIDM00047","1503370","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","281"
"TE-4","SIDM00250","1503371","ESCA","aero_digestive_tract","oesophagus","GDSC2","281"
"U-CH2","SIDM01185","1503373","","","","GDSC2","179"
"NCC010","SIDM00231","1509073","KIRC","kidney","kidney","GDSC2","257"
"NCC021","SIDM00232","1509074","KIRC","kidney","kidney","GDSC2","180"
"RCC-FG2","SIDM00819","1524414","KIRC","kidney","kidney","GDSC2","180"
"RCC-JF","SIDM00818","1524415","KIRC","kidney","kidney","GDSC2","180"
"RCC-JW","SIDM00817","1524416","KIRC","kidney","kidney","GDSC2","281"
"RCC-ER","SIDM00820","1524417","KIRC","kidney","kidney","GDSC2","180"
"RCC-AB","SIDM00821","1524418","KIRC","kidney","kidney","GDSC2","180"
"RCC-MF","SIDM00816","1524419","KIRC","kidney","kidney","GDSC2","180"
"KMS-11","SIDM00608","1659817","MM","blood","myeloma","GDSC2","180"
"MM1S","SIDM01265","1659818","MM","blood","myeloma","GDSC2","279"
"OCI-LY7","SIDM00459","1659819","DLBC","blood","B_cell_lymphoma","GDSC2","177"
"SNU-1040","SIDM00217","1659823","COREAD","digestive_system","large_intestine","GDSC2","150"
"SNU-175","SIDM00216","1659928","COREAD","digestive_system","large_intestine","GDSC2","282"
"SNU-283","SIDM00215","1659929","","","","GDSC2","180"
"SNU-407","SIDM00214","1660034","COREAD","digestive_system","large_intestine","GDSC2","273"
"SNU-61","SIDM00194","1660035","COREAD","digestive_system","large_intestine","GDSC2","258"
"SNU-81","SIDM00193","1660036","COREAD","digestive_system","large_intestine","GDSC2","258"
"SNU-C5","SIDM00498","1674021","COREAD","digestive_system","large_intestine","GDSC2","282"
"DiFi","SIDM00049","1789883","COREAD","digestive_system","large_intestine","GDSC2","282"
